1	185.1568
2	191.0609
3	176.3032
4	253.1640
5	270.3341
6	240.7773
7	188.5286
8	154.8570
9	158.9818
10	146.2856
11	168.3282
12	166.8412
13	226.2164
14	261.3765
15	301.6955
16	226.6413
17	226.9493
18	236.8598
19	233.3790
20	192.2921
21	217.2228
22	190.2912
23	187.8563
24	194.5890
25	253.2709
26	244.8703
27	242.7725
28	252.9689
29	245.8133
30	262.2384
31	240.9494
32	225.9382
33	232.4310
34	230.3601
35	255.6546
36	214.2530
37	261.5145
38	231.6061
39	227.8443
40	241.2665
41	225.1524
42	215.6949
43	182.8956
44	187.3044
45	185.3264
46	174.8160
47	198.9288
48	183.0276
49	195.8969
50	183.0676
51	173.0171
52	195.3709
53	157.7669
1	246.6216
2	268.7059
3	239.8397
4	248.6362
5	220.2097
6	216.5679
7	246.0536
8	181.0624
9	171.0695
10	179.2109
11	175.4327
12	165.3135
13	245.5766
14	252.9372
15	235.3165
16	176.2001
17	160.1888
18	165.3585
19	164.3606
20	173.6822
21	174.4860
22	221.9317
23	261.7127
24	338.4548
25	274.7050
26	231.3503
27	241.4637
28	220.2688
29	185.5615
30	190.8524
31	170.2074
32	185.6225
33	223.0697
34	240.3667
35	255.5030
36	234.5460
37	244.5204
38	226.8423
39	246.3113
40	253.4890
41	236.2018
42	227.4664
43	231.6371
44	235.0939
45	229.3492
46	239.1307
47	230.4922
48	227.0613
49	229.7883
50	223.4905
51	246.7423
52	184.7746
53	175.6659
54	177.3239
55	183.7476
56	191.6612
57	169.7813
58	185.3565
59	200.8777
60	182.1706
61	169.5163
62	167.3055
1	210.3972
2	263.1166
3	255.2649
4	223.1198
5	217.3196
6	217.2432
7	247.7490
8	180.2510
9	162.6617
10	152.5692
11	154.1961
12	161.2238
13	254.7129
14	224.7455
15	227.7861
16	170.3393
17	148.1174
18	151.1713
19	149.7963
20	140.7058
21	138.0880
22	230.4062
23	234.3140
24	204.7785
25	179.7798
26	200.9917
27	205.1495
28	207.5006
29	162.3785
30	161.5417
31	170.4573
32	169.4603
33	162.7166
34	228.6603
35	246.0744
36	245.3984
37	232.9621
38	238.3927
39	228.7263
40	245.8644
41	212.5341
42	188.0634
43	210.5589
44	195.5632
45	193.1081
46	217.3289
47	207.4653
48	217.1509
49	206.7964
50	191.8072
51	212.1591
52	162.1457
53	181.0477
54	159.1368
55	162.5817
56	162.9327
57	168.4275
58	160.6756
59	180.7867
60	166.4085
61	157.1609
62	173.4552
