1	171.7850
2	187.1579
3	176.6956
4	255.8430
5	268.4972
6	243.1709
7	185.0600
8	154.1552
9	159.5868
10	146.2867
11	168.3542
12	167.0092
13	229.4569
14	261.6516
15	298.5191
16	230.0319
17	228.6750
18	235.2325
19	232.9596
20	192.4025
21	217.3367
22	190.1767
23	187.9668
24	195.9692
25	251.8863
26	242.4980
27	245.0388
28	250.3504
29	246.7566
30	263.5015
31	240.7761
32	225.8091
33	233.1047
34	230.1958
35	254.6582
36	216.1108
37	258.5629
38	233.9955
39	227.8230
40	240.7991
41	225.5431
42	215.7529
43	182.5061
44	186.9569
45	184.4620
46	177.0426
47	198.5841
48	183.2670
49	194.5154
50	183.7891
51	173.0418
52	192.1705
53	164.9464
1	224.6862
2	268.9061
3	242.7650
4	246.1047
5	221.0985
6	218.1307
7	246.6576
8	178.4005
9	170.0831
10	179.3554
11	174.8377
12	166.1184
13	246.1857
14	252.5993
15	238.3273
16	172.4979
17	159.7238
18	165.5404
19	164.7405
20	173.3568
21	174.6268
22	225.4173
23	258.6709
24	336.9524
25	275.5147
26	233.9036
27	240.4372
28	222.3134
29	182.8202
30	190.6887
31	171.9299
32	186.3360
33	220.6035
34	243.3240
35	252.9543
36	236.3705
37	242.7679
38	229.3770
39	245.8278
40	251.4924
41	235.7545
42	227.8560
43	233.9307
44	232.8787
45	231.2088
46	239.2522
47	229.2520
48	226.2732
49	232.1397
50	221.4175
51	246.3428
52	184.9950
53	175.7967
54	177.8556
55	184.2701
56	189.6587
57	172.2369
58	183.9022
59	201.3209
60	184.1441
61	165.7164
62	174.8758
1	192.8154
2	265.7225
3	253.5883
4	225.8292
5	214.9110
6	216.6679
7	249.8715
8	177.1187
9	162.9526
10	152.4753
11	153.7762
12	161.6617
13	254.9712
14	226.7431
15	226.2452
16	168.9511
17	148.6266
18	151.0385
19	149.9735
20	140.8811
21	138.7233
22	232.9217
23	232.0928
24	206.1675
25	178.7015
26	199.7241
27	208.4834
28	206.5436
29	162.7186
30	159.1739
31	170.3641
32	169.8282
33	165.2284
34	228.1580
35	243.7289
36	245.4798
37	233.2787
38	238.1433
39	229.7099
40	247.1947
41	209.1834
42	188.7108
43	209.7973
44	196.6022
45	192.2545
46	220.7316
47	207.7975
48	214.0260
49	206.5985
50	193.7574
51	213.1961
52	162.3056
53	178.2516
54	159.7758
55	164.8894
56	160.7118
57	169.4871
58	160.6108
59	181.5513
60	164.0665
61	156.7240
62	180.4964
