1	5.0886
2	9.0149
3	8.4533
4	5.9253
5	7.7633
6	5.3826
7	8.8381
8	9.5540
9	8.8577
10	8.9206
11	8.8997
12	8.7085
13	5.5213
14	5.2433
15	8.4164
16	5.0268
17	3.3046
18	4.9261
19	5.3503
20	5.2356
21	5.1273
22	5.2343
23	5.1316
24	3.7420
25	5.1302
26	7.4967
27	5.2407
28	7.8572
29	6.9148
30	5.6508
31	5.7711
32	5.9524
33	5.2811
34	5.4434
35	6.3481
36	4.5810
37	7.5382
38	5.1438
39	5.1698
40	5.6314
41	5.2010
42	5.1812
43	5.5780
44	5.9169
45	6.7275
46	4.5598
47	4.9009
48	4.6664
49	6.0423
50	5.3241
51	5.2969
52	8.4808
53	1.2676
1	8.5598
2	8.4505
3	5.5643
4	8.0072
5	7.2048
6	5.6481
7	5.0220
8	7.7131
9	8.6736
10	8.4549
11	9.0918
12	8.3295
13	7.7069
14	7.9678
15	5.0494
16	8.7525
17	9.2302
18	9.0517
19	8.6533
20	8.9859
21	8.7841
22	5.3573
23	8.3913
24	9.8505
25	9.0330
26	6.5322
27	7.5632
28	5.5147
29	8.2598
30	8.4225
31	6.7014
32	5.9906
33	8.3933
34	5.4943
35	7.9475
36	6.1900
37	7.9724
38	5.4410
39	5.8826
40	7.8706
41	8.2669
42	7.9738
43	5.6807
44	7.8901
45	6.0401
46	5.9255
47	7.1539
48	7.8838
49	5.5918
50	7.6628
51	8.0660
52	7.8441
53	7.6362
54	7.1822
55	6.6575
56	8.6459
57	6.2012
58	7.6603
59	7.2180
60	5.2447
61	8.9807
62	1.3860
1	8.2366
2	5.6547
3	7.2733
4	4.6161
5	6.9526
6	7.5950
7	5.4261
8	8.4376
9	8.2785
10	8.3561
11	8.8253
12	8.3727
13	8.1466
14	6.1061
15	7.6201
16	9.0571
17	8.5695
18	8.7219
19	8.5029
20	8.3592
21	7.7219
22	5.1952
23	7.4160
24	6.0233
25	7.1062
26	8.3718
27	5.0394
28	5.8952
29	5.6583
30	8.0120
31	8.1160
32	7.7509
33	5.2387
34	5.7441
35	8.0666
36	8.0026
37	7.6543
38	7.9234
39	6.9570
40	5.6211
41	8.9746
42	8.3267
43	9.0858
44	8.0108
45	8.8812
46	5.5001
47	5.1071
48	8.3016
49	8.4293
50	6.5406
51	5.5031
52	5.3444
53	8.1382
54	7.5008
55	5.1962
56	7.4035
57	6.3535
58	6.4014
59	5.6581
60	7.9956
61	8.3983
62	1.3936
